Names,Massey
Adair County,-4.45084100968781
Allen Central,0.263775724950706
Allen County-Scottsville,4.90823096952075
Anderson County,10.7927887956619
Apollo,20.5159202485877
Ashland Blazer,11.1486047263968
Atherton,-0.340851256181835
Augusta,1.34089955563351
Ballard,18.3085114524914
Ballard Memorial,-28.471035675244
Barbourville,7.56622819681695
Bardstown,-8.12853112985331
Barren County,6.94338319163222
Bath County,-10.2636463200135
Beechwood,-9.91071763812437
Belfry,-7.96204790151588
Bell County,8.44262532994935
Bellevue,-6.30889539367912
Berea,-20.1184184322636
Beth Haven,-14.3062030040231
Bethlehem,-3.12209967075279
Betsy Layne,-0.759101471263448
Bishop Brossart,19.1192702985403
Boone County,20.9950130367539
Bourbon County,2.57722546975541
Bowling Green,7.28247656614116
Boyd County,7.40077597807129
Boyle County,6.23997602957959
Bracken County,-5.42381584312834
Breathitt County,11.3668808011687
Breckinridge County,4.38704752642253
Brown,-13.8467326565074
Bryan Station,13.6782145261777
Buckhorn,-28.6153502564961
Bullitt Central,0.666006110179043
Bullitt East,15.0559252509839
Burgin,-10.4612782286756
Butler,14.7519564238358
Butler County,-0.692293147964356
Caldwell County,-10.4007022311938
Calloway County,7.48481570128067
Calvary Christian,-19.1475726982862
Campbell County,8.60894449862964
Campbellsville,4.55351997828459
Carlisle County,4.28013892101932
Carroll County,-4.26825394388405
Casey County,-12.1771879418666
Caverna,14.0854195977153
Cawood,5.96634897005808
Central,7.6585832905547
Central Hardin,-7.44749270983738
Christian Academy-Louisville,-4.52153307189303
Christian County,7.31698974830932
Christian Fellowship,-32.7921970885359
Clay County,10.9055912383475
Clinton County,-11.0753055434213
Conner,11.2916953751484
Corbin,9.20582763995597
Cordia,-14.2189435343523
Covington Catholic,27.5847860353509
Crittenden County,-2.98197474904181
Cumberland,-9.95761727248114
Cumberland County,-13.5922163613794
Danville,-0.0622966746465784
Daviess County,15.0841856989911
Dawson Springs,-16.4804606486084
Dayton,-29.3031428490719
DeSales,24.0787961111895
Deming,-13.6340068065493
Dixie Heights,14.5014429006987
Doss,11.6136865346093
DuPont Manual,13.2209765188508
East Carter,3.35976036749377
East Jessamine,2.38661658128762
East Ridge,3.25554404812325
Eastern,14.4450252454112
Edmonson County,-9.15123818634368
Elizabethtown,22.6013075524388
Elliott County,-4.94347931801395
Eminence,-17.7025183348653
Estill County,-14.5752748820015
Evangel Christian,-18.2773382371244
Evarts,-6.55121245399425
Fairdale,16.8342264873568
Fairview,-5.5154735465829
Fern Creek,22.3642469331076
Fleming County,8.70774149568241
Fleming-Neon,-33.2480508222968
Fort Campbell,-16.0027616947164
Fort Knox,-14.9883784869158
Frankfort,12.4811420807091
Franklin County,-6.78854165835555
Franklin-Simpson,1.11130936884796
Fulton City,-8.45524197295478
Fulton County,1.87896163439951
Gallatin County,-6.13703576562774
Garrard County,-3.01143416336342
George Rogers Clark,19.8241373990794
Glasgow,-6.77433737648639
Grant County,0.659714980984933
Graves County,9.25078527032428
Grayson County,8.14068017521671
Green County,-28.0174238078654
Greenup County,2.2769061524495
Greenwood,0.962436010053555
Hancock County,-8.50816924610172
Harlan,-11.6213303629096
Harrison County,3.85058877150758
Harrodsburg,-5.19431231016369
Hart County,-0.319972544766448
Hazard,17.9937389665871
Heath,1.13044850002602
Henderson County,17.3288583170935
Henry Clay,17.4680971551221
Henry County,-15.5823755849186
Hickman County,1.24535006025825
Highlands,11.0128224198528
Holmes,15.7631572552353
Holy Cross (Covington),11.6902353513985
Holy Cross (Louisville),5.66801695228854
Hopkins County Central,15.32450927583
Hopkinsville,18.1502010253909
Iroquois,11.5085012907419
Jackson City,-16.9675824410643
Jackson County,3.00531589051498
Jeffersontown,22.2175141598764
Jenkins,-27.4577367823265
John Hardin,8.40002353532725
Johnson Central,0.989982967097364
June Buchanan,-22.3954020915552
Kentucky Country Day,-13.5566986133202
Kentucky School f/t Deaf,-50.1403519812573
Knott County Central,-8.03614340485155
Knox Central,5.24165976993571
LaRue County,-0.459573617328239
Lafayette,20.5067531295779
Lawrence County,-1.5643453531747
Lee County,-9.24726481726484
Leslie County,-3.98346695852982
Letcher,-12.7679691362157
Lewis County,4.11959401295538
Lexington Catholic,37.2318353083777
Lexington Christian,4.3036339336716
Lincoln County,10.3421633485124
Livingston Central,-9.66588747866596
Lloyd Memorial,-11.7682477369915
Logan County,-14.7361011465529
Lone Oak,4.6150343989641
Louisville Collegiate,-25.9425104828437
Ludlow,8.95662643282496
Lynn Camp,-16.7637951812695
Lyon County,-8.04752261474434
Madison Central,16.7293807244796
Madison Southern,5.33866775065173
Madisonville-North Hopkins,12.2806136438142
Magoffin County,-17.9510932790355
Male,20.1407578280245
Marion County,4.59352684448657
Marshall County,7.90978992991368
Mason County,32.654246143851
Mayfield,-6.44606361562233
McCreary Central,-4.27733815297299
McLean County,-11.4315264832063
Meade County,2.3622581601654
Menifee County,-12.1698967617249
Mercer County,-4.84019135472907
Metcalfe County,-10.6405440749269
Middlesboro,1.09101576876331
Model,-7.76389283413661
Monroe County,1.09158807619079
Montgomery County,12.8899538761913
Monticello,-15.9441153790126
Moore,6.51615832851868
Morgan County,10.3691064295773
Muhlenberg North,15.5417757843429
Muhlenberg South,-18.9541610149824
Murray,-6.10928999105014
Nelson County,8.50018723426606
Newport,-0.521540071914889
Newport Central Catholic,17.9650928765537
Nicholas County,-10.4631317425688
North Bullitt,0.170441701325357
North Hardin,13.0310363252043
North Laurel,17.2350820561936
North Oldham,-0.85679925608723
Ohio County,3.04977289833347
Oldham County,11.960112507748
Oneida Baptist Institute,-7.7560036328403
Owen County,-6.14327688520229
Owensboro,1.65336778153981
Owensboro Catholic,14.2493885566825
Owsley County,-1.97084700978016
Paducah Tilghman,5.35032648757275
Paintsville,-7.67325509566219
Paris,-2.7809843389471
Paul Laurence Dunbar,9.07215479769482
Pendleton County,12.4750232529419
Perry County Central,21.315276887203
Phelps,-17.2646411888791
Pike County Central,0.732897797378273
Pikeville,-8.94403229867047
Pineville,-26.8738783434422
Pleasure Ridge Park,29.9999073848498
Portland Christian,-6.5962821545557
Powell County,1.08838874296473
Prestonsburg,-7.0476124119983
Providence,-2.35955355833856
Pulaski County,9.97297007647742
Raceland,-2.7981914176601
Red Bird,-18.6164045544489
Reidland,-11.9238554175735
Riverside Christian,-51.9380507358269
Rockcastle County,8.13102222385308
Rose Hill Christian,-31.923459702411
Rowan County,1.63811011381182
Russell,4.07444706939827
Russell County,-0.712425115165331
Russellville,10.0227681345625
Ryle,3.8770565529145
Sayre,-4.2232249581324
Scott,1.84149490264319
Scott County,28.4471750159521
Seneca,22.326798036191
Shawnee,4.92455083550305
Shelby County,11.023200193545
Shelby Valley,7.70941205571246
Sheldon Clark,2.16370303854886
Silver Grove,-4.02418726782677
Simon Kenton,-3.73955138154924
Somerset,3.151076720179
South Floyd,4.06833830472369
South Laurel,17.0549113147655
South Oldham,9.32704205432761
Southern,0.562528561625808
Southwestern,-2.30757444747586
Spencer County,-9.10019536645505
St. Francis,-38.0865495415144
St. Henry,7.81559174524542
St. Mary,-6.28221118970838
St. Patrick,-13.9427177254171
St. Xavier,5.64919571298779
Tates Creek,16.5381399423209
Taylor County,6.38176229055914
